title,genres
Marvel's Daredevil,"['action', 'crime', 'drama', 'fantasy', 'sci-fi', 'thriller']"
Marvel's The Punisher,"['action', 'crime', 'drama', 'thriller']"
Mary,"['horror', 'mystery']"
"Mary, Queen of Scots","['biography', 'drama', 'history']"
María Magdalena,['biography']
Masaba Masaba,"['comedy', 'drama']"
Masameer County,"['animation', 'comedy', 'drama']"
Masked Ward,['thriller']
Masquerade Hotel,"['crime', 'drama', 'mystery']"
Masters of the Universe: Revelation,"['animation', 'action', 'adventure', 'comedy', 'drama', 'family', 'fantasy', 'sci-fi']"
Matilda,['short']
Maverix,"['drama', 'family', 'sport']"
Mawlana: The Preacher,"['short', 'western']"
Maya and the Three,"['animation', 'action', 'adventure', 'comedy', 'drama', 'family', 'fantasy']"
Me Against You: Mr. S's Vendetta,"['comedy']"
Me Always You,"['comedy', 'romance']"
Me Before You,['drama']
Mean Girls,"['short', 'drama']"
Mechanic: Resurrection,"['action', 'adventure', 'crime', 'thriller']"
Meenakshi Sundareshwar,"['comedy', 'romance']"
Mees Kees in de Wolken,"['adventure', 'comedy', 'family']"
Meet Joe Black,"['short', 'drama']"
Meet the Blacks,"['comedy', 'horror']"
Meet the Fockers,"['comedy', 'romance']"
Meet the Parents,"['short', 'comedy', 'romance']"
"Meet, Marry, Murder",['crime']
Meeting Point,['drama']
Megamind,"['animation', 'action', 'comedy', 'crime', 'family', 'mystery', 'sci-fi', 'thriller']"
Meltdown: Three Mile Island,"['documentary', 'history']"
Memoir of a Murderer,"['action', 'crime', 'mystery', 'thriller']"
Memoirs of a Geisha,"['drama', 'romance']"
Memories of a Murderer: The Nilsen Tapes,"['documentary', 'biography', 'crime', 'mystery']"
Men in Black 3,"['action', 'adventure', 'comedy', 'sci-fi']"
Men in Black II,"['action', 'adventure', 'comedy', 'mystery', 'sci-fi']"
Men in Black: International,"['action', 'adventure', 'comedy', 'sci-fi']"
Men on a Mission,"['comedy', 'game-show', 'reality-tv']"
Mentés másképp,"['comedy', 'drama']"
Mercury Rising,"['animation', 'short']"
Merlí. Sapere Aude,"['comedy', 'drama']"
Meskina,['comedy']
Message,"['drama', 'mystery', 'sci-fi']"
Mestari Cheng,"['comedy', 'drama', 'romance']"
Metal Lords,"['comedy', 'music']"
Metamorphosis,['drama']
Mia and the White Lion,"['adventure', 'drama', 'family']"
Midnight Mass,"['drama', 'fantasy', 'horror', 'mystery']"
Midnight at the Pera Palace,"['drama', 'history', 'mystery']"
Midnight in the Switchgrass,"['action', 'crime', 'thriller']"
Midsommar,"['short', 'drama']"
Midsommar: The Director's Cut,"['drama', 'horror', 'mystery', 'thriller']"
Midway,"['action', 'drama', 'history', 'war']"
Mile 22,"['action', 'thriller']"
Million Dollar Baby,"['short', 'drama']"
Mimi,"['comedy', 'drama']"
Mina-Anud,"['comedy', 'crime', 'drama']"
Mine,"['drama', 'mystery']"
Minions,"['animation', 'adventure', 'comedy', 'crime', 'family', 'sci-fi']"
Minnal Murali,"['action', 'comedy', 'drama', 'fantasy', 'sci-fi']"
Mio's Cookbook,['drama']
Miracle: Letters to the President,['drama']
Miracles from Heaven,"['biography', 'drama', 'family']"
Mirai,"['animation', 'adventure', 'drama', 'family', 'fantasy']"
Mirreyes vs Godinez,['comedy']
Mirrors,"['sci-fi', 'thriller']"
Misconception,"['short', 'drama']"
Misconduct,"['short', 'comedy', 'drama']"
Misfit: The Series,"['comedy', 'musical']"
Mishan Impossible,"['action', 'comedy', 'drama', 'thriller']"
Miss & Mrs. Cops,"['action', 'comedy', 'crime']"
Miss Andy,['drama']
Miss Bala,"['action', 'crime', 'drama', 'thriller']"
Miss Congeniality,['short']
Miss Congeniality 2: Armed and Fabulous,"['action', 'comedy', 'crime']"
Miss Sloane,['drama']
Mission: Impossible,"['action', 'adventure', 'thriller']"
Mission: Impossible - Fallout,"['action', 'adventure', 'thriller']"
Mission: Impossible - Ghost Protocol,"['action', 'adventure', 'thriller']"
Mission: Impossible - Rogue Nation,"['action', 'adventure', 'thriller']"
Mission: Impossible III,"['action', 'adventure', 'thriller']"
Mistakes,"['short', 'drama', 'thriller']"
Misty,"['drama', 'mystery', 'romance', 'thriller']"
Mobile Suit Gundam Hathaway,"['animation', 'action', 'drama', 'romance', 'sci-fi']"
Moby Dick,"['short', 'drama']"
Modern Family,"['comedy', 'drama', 'romance']"
Molly's Game,"['biography', 'crime', 'drama', 'sport']"
Mom,"['comedy', 'drama', 'romance']"
"Mom, Don't Do That!","['comedy', 'drama', 'romance']"
Mommy Issues,['comedy']
Momshies! Your Soul is Mine,"['horror', 'thriller']"
Mona Lisa Smile,['drama']
Money Heist,"['action', 'crime', 'drama', 'mystery', 'thriller']"
Money Heist: Korea - Joint Economic Area,"['action', 'crime', 'drama', 'mystery', 'thriller']"
Money Monster,"['crime', 'drama', 'mystery', 'thriller']"
Moneyball,"['biography', 'drama', 'sport']"
Monster,"['animation', 'crime', 'drama', 'mystery', 'thriller']"
Monster Family,"['animation', 'comedy', 'family', 'fantasy', 'horror']"
Monster Hunter,"['action', 'adventure', 'fantasy']"
Monster Hunter: Legends of the Guild,"['animation', 'action', 'adventure', 'fantasy']"
Monster-in-Law,"['comedy', 'romance']"
Monsters Inside: The 24 Faces of Billy Milligan,"['documentary', 'crime']"
Monte Carlo,"['adventure', 'comedy', 'family', 'romance']"
Monthly Magazine Home,"['comedy', 'romance']"
Morbius,"['action', 'adventure', 'horror', 'sci-fi', 'thriller']"
More Than Blue,['drama']
More Than Family,"['comedy', 'drama']"
More than Blue: The Series,"['drama', 'romance']"
More the Merrier,['comedy']
Mortal Engines,"['action', 'adventure', 'fantasy', 'sci-fi', 'thriller']"
Mortal Kombat,"['action', 'adventure', 'fantasy', 'sci-fi', 'thriller']"
Mortel,"['crime', 'drama', 'fantasy', 'horror', 'sci-fi']"
Moschettieri del re,['western']
Most Eligible Bachelor,"['drama', 'romance']"
Mother's Day,"['short', 'drama']"
Mother/Android,"['drama', 'sci-fi', 'thriller']"
Motherless Brooklyn,"['crime', 'drama', 'mystery']"
Mothers,"['comedy', 'drama', 'romance']"
Mr. & Mrs. Smith,"['action', 'comedy', 'crime', 'thriller']"
Mr. Brooks,"['crime', 'drama', 'thriller']"
Mr. Church,"['comedy', 'drama']"
Mr. Deeds,"['comedy', 'romance']"
Mr. Good: Cop or Crook?,"['documentary', 'crime']"
Mr. Peabody & Sherman,"['animation', 'adventure', 'comedy', 'drama', 'family', 'fantasy', 'history', 'sci-fi']"
Mr. Robot,"['crime', 'drama', 'thriller']"
Mr. Sunshine,"['action', 'drama', 'romance', 'war']"
Muallim,['drama']
Mumon: The Land of Stealth,"['action', 'romance']"
Munich – The Edge of War,"['biography', 'drama', 'history', 'thriller']"
Murder Mystery,"['action', 'comedy', 'crime', 'mystery', 'romance']"
Murder by Numbers,"['documentary', 'crime']"
Murder by the Coast,"['documentary', 'crime', 'history', 'mystery']"
Murders at the House of Death,"['mystery', 'crime', 'horror', 'thriller']"
Mushoku Tensei: Jobless Reincarnation,"['animation', 'action', 'adventure', 'drama', 'fantasy']"
Musudan,"['action', 'mystery', 'thriller']"
My Amanda,"['drama', 'romance']"
My Best Friend Anne Frank,['drama']
My Blood & Bones in a flowing Galaxy,"['drama', 'fantasy', 'romance']"
My Boss is a Serial Killer,"['comedy', 'mystery', 'thriller']"
My Bride,"['comedy', 'drama', 'romance']"
"My Brother, My Sister",['drama']
My Christmas Inn,"['comedy', 'drama', 'romance']"
My Country: The New Age,"['action', 'drama', 'history', 'romance']"
My Daughter’s Killer,"['documentary', 'crime']"
My Dear Exes,['comedy']
My Father's Violin,['drama']
My First Client,"['crime', 'drama']"
My Girl,"['comedy', 'romance']"
My Golden Kids,['news']
My Golden Life,"['comedy', 'drama', 'romance']"
My Hero Academia,"['animation', 'action', 'adventure', 'fantasy', 'sci-fi']"
My Hero Academia: Heroes Rising,"['animation', 'action', 'adventure', 'fantasy', 'sci-fi']"
My Husband-in-Law,"['comedy', 'drama', 'family', 'romance']"
My ID is Gangnam Beauty,"['comedy', 'romance']"
My Liberation Notes,"['drama', 'romance']"
My Little Pony: A New Generation,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'musical']"
My Little Pony: Make Your Mark,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'musical']"
My Love Story!!,"['animation', 'comedy', 'romance']"
My Lover My Killer,"['documentary', 'crime']"
My Mister,"['drama', 'family']"
My Mr. Wife,"['comedy', 'drama', 'romance']"
My Name,"['action', 'crime', 'drama', 'mystery', 'thriller']"
My Next Guest Needs No Introduction With David Letterman,['talk-show']
My Roommate Is a Gumiho,['comedy']
My Sassy Girl,"['comedy', 'drama']"
My Secret Bride,"['drama', 'romance', 'thriller']"
My Spy,"['action', 'comedy']"
My Summer Prince,"['comedy', 'family', 'romance']"
My Unfamiliar Family,['drama']
My Unorthodox Life,['reality-tv']
My Village People,"['comedy', 'fantasy']"
My Wonderful Life,"['comedy', 'drama', 'romance']"
Mystery of the Dragon Seal: Journey to China,"['action', 'adventure', 'fantasy']"
Mystic River,"['short', 'drama']"
Müslüm: Voice of Pain,"['biography', 'drama', 'music', 'romance']"
Naam Shabana,"['action', 'drama', 'thriller']"
Nailed,"['comedy', 'crime', 'drama']"
Narcos: Mexico,"['crime', 'drama']"
Naruto Shippuden,"['animation', 'action', 'adventure', 'comedy', 'drama', 'fantasy']"
National Security,"['drama', 'history', 'thriller']"
Nativity!,"['comedy', 'family']"
Navarasa,['drama']
Nawara,['drama']
Never Back Down,['documentary']
Never Back Down 3,"['action', 'crime', 'drama']"
Never Give Up,"['comedy', 'drama', 'romance']"
Never Grow Old,"['drama', 'western']"
Never Have I Ever,"['comedy', 'drama']"
Never Look Away,"['biography', 'drama', 'romance', 'thriller', 'war']"
Never Stop Dreaming: The Life and Legacy of Shimon Peres,['documentary']
"Nevertheless,","['drama', 'romance']"
New Amsterdam,['drama']
New Beginnings,"['crime', 'drama', 'romance']"
New World,['reality-tv']
New York Minute,['short']
New in Town,"['adventure', 'comedy', 'fantasy']"
"Newly Rich, Newly Poor","['comedy', 'drama', 'family']"
Newton's Cradle,"['drama', 'thriller']"
Next,"['action', 'sci-fi', 'thriller']"
Neymar: The Perfect Chaos,"['documentary', 'biography', 'sport']"
Nice View,"['comedy', 'drama']"
Night Drive,"['drama', 'thriller']"
Night Hunter,['thriller']
Night School,['comedy']
Night Teeth,"['action', 'crime', 'drama', 'fantasy', 'horror', 'thriller']"
Night in Paradise,"['action', 'crime', 'drama', 'thriller']"
Nightbooks,"['family', 'fantasy', 'horror', 'mystery']"
Nightlife,"['comedy', 'romance']"
Nights in Rodanthe,"['drama', 'romance']"
Nikamma,"['action', 'comedy', 'drama']"
Ninja Assassin,"['action', 'thriller']"
Nisekoi: False Love,"['comedy', 'drama', 'romance']"
Niña Niño,['drama']
Nneka The Pretty Serpent,"['horror', 'mystery']"
No Escape,['horror']
No Good Deed,"['short', 'thriller']"
No Mercy,"['drama', 'sport']"
No One Gets Out Alive,"['drama', 'horror', 'mystery', 'thriller']"
No Regrets in Life,"['drama', 'romance']"
No Reservations,"['short', 'comedy']"
Noah,"['family', 'history', 'musical']"
Nobody,"['action', 'crime', 'drama', 'thriller']"
Nobody Sleeps in the Woods Tonight 2,"['comedy', 'horror', 'thriller']"
Nocturnal Animals,"['drama', 'thriller']"
Noi e la Giulia,['horror']
Non-Stop,"['short', 'comedy', 'music']"
North Country,"['short', 'drama']"
Notes from a women salesman,['documentary']
Nothing to Hide,"['comedy', 'drama']"
Now You See Me,"['crime', 'mystery', 'thriller']"
Now You See Me 2,"['action', 'adventure', 'comedy', 'crime', 'mystery', 'thriller']"
Nowhere to Run,"['short', 'drama']"
Number 1,"['comedy', 'drama']"
Nur,"['drama', 'family', 'romance']"
Nymphomaniac: Volume 1,['drama']
Nymphomaniac: Volume II,['drama']
O Candidato Honesto 2,['comedy']
O Kadhal Kanmani,['drama']
OK! Madam,"['action', 'comedy']"
ONE PIECE,"['animation', 'action', 'adventure', 'comedy', 'drama', 'fantasy']"
Oblivion,"['short', 'drama']"
Ocean's 8,"['action', 'comedy', 'crime']"
Ocean's Eleven,"['crime', 'thriller']"
Ocean's Thirteen,"['crime', 'thriller']"
Ocean's Twelve,"['crime', 'thriller']"
Odio l'estate,"['short', 'comedy']"
Off Track,"['short', 'drama']"
Office Christmas Party,['comedy']
Office Invasion,"['action', 'comedy', 'horror', 'sci-fi']"
Official Secrets,"['biography', 'crime', 'drama', 'thriller', 'war']"
Oh My Baby,"['drama', 'romance']"
Oh My Ghost 2,"['comedy', 'fantasy', 'horror']"
Oh My Venus,"['comedy', 'drama', 'romance']"
Okupas,"['crime', 'drama']"
Old,"['drama', 'horror', 'mystery', 'thriller']"
Old Henry,"['action', 'drama', 'western']"
Old People's Home for 4 Year Olds,['documentary']
Old School,"['short', 'drama']"
Oldboy,"['action', 'drama', 'mystery']"
Omo Ghetto: the Saga,"['action', 'adventure', 'comedy', 'drama']"
On My Block,"['comedy', 'drama']"
On The Wings of Love,"['comedy', 'drama', 'romance']"
On the Other Side of the Tracks,"['action', 'comedy', 'crime', 'drama']"
On the Verge,['comedy']
Once Again,"['comedy', 'drama', 'romance']"
Once Upon a Time in America,"['crime', 'drama']"
Once Upon a Time in Hollywood,"['comedy', 'drama']"
Once Upon a Time in Venice,"['action', 'comedy']"
Once Upon a Time in the West,"['short', 'western']"
Once and for all,"['short', 'drama']"
One Day,"['drama', 'fantasy']"
One Night,"['drama', 'family']"
One Outs,"['animation', 'drama', 'sport']"
One Piece Film: Strong World,"['animation', 'short', 'action', 'adventure', 'fantasy']"
One Piece Stampede,"['animation', 'action', 'adventure', 'comedy', 'drama', 'fantasy']"
One Second,"['comedy', 'romance']"
One Shot,"['short', 'comedy']"
One for the Money,"['action', 'comedy', 'crime', 'thriller']"
One for the Road,"['short', 'drama']"
One in a Hundred Thousand,"['drama', 'romance']"
One of Us Is Lying,"['crime', 'drama', 'mystery', 'thriller']"
One-Line,"['crime', 'drama']"
One-Punch Man,"['animation', 'action', 'comedy', 'fantasy', 'sci-fi']"
Only Mine,"['drama', 'thriller']"
Only You,"['comedy', 'horror']"
Only for Tereza,"['comedy', 'romance']"
Open Season,"['drama', 'thriller']"
Open Your Eyes,"['drama', 'mystery', 'sci-fi', 'thriller']"
Operation Chromite,"['action', 'drama', 'history', 'war']"
Operation Finale,"['biography', 'drama', 'history', 'thriller', 'war']"
Operation Hyacinth,"['crime', 'drama']"
Operation Mincemeat,"['drama', 'war']"
Operation Romeo,"['drama', 'mystery']"
Ophelia,"['short', 'drama']"
Oprah + Viola: A Netflix Special Event,['talk-show']
Orange Is the New Black,"['comedy', 'crime', 'drama']"
Orphan,"['horror', 'mystery', 'thriller']"
Os Homens São de Marte… e É pra Lá que Eu Vou!,"['comedy', 'romance']"
Ouija: Origin of Evil,"['drama', 'horror', 'mystery', 'thriller']"
Our Beloved Summer,"['drama', 'romance']"
Our Blues,"['drama', 'romance']"
Our Father,"['documentary', 'crime']"
Our Great National Parks,['documentary']
Out of Death,"['crime', 'thriller']"
Out of my league,['romance']
Outer Banks,"['action', 'crime', 'drama', 'mystery', 'romance', 'thriller']"
Outlander,"['drama', 'fantasy', 'romance']"
Outlaws,['short']
Overboard (2018),"['comedy', 'romance']"
Overcomer,"['drama', 'family', 'sport']"
Overlord,"['action', 'horror', 'sci-fi', 'war']"
Owe My Love,"['comedy', 'romance']"
Ozark,"['crime', 'drama', 'thriller']"
PASSENGERS,"['drama', 'romance', 'sci-fi', 'thriller']"
PAW Patrol,"['animation', 'adventure', 'comedy', 'family']"
PIECES OF HER,"['crime', 'drama', 'mystery', 'thriller']"
"Pablo Escobar, el patrón del mal","['biography', 'crime', 'drama', 'history', 'thriller']"
Pacific Rim,"['action', 'adventure', 'sci-fi']"
Pacific Rim: Uprising,"['action', 'adventure', 'fantasy', 'horror', 'sci-fi', 'thriller']"
Paddington,"['adventure', 'comedy', 'family', 'fantasy']"
Paddington 2,"['adventure', 'comedy', 'family', 'fantasy']"
Paik's Spirit,['talk-show']
Pain & Gain,"['action', 'comedy', 'crime', 'drama']"
Pakka Commercial,"['action', 'comedy', 'crime']"
Palm Springs,"['comedy', 'fantasy', 'mystery', 'romance']"
Pan,"['action', 'adventure', 'comedy', 'family', 'fantasy']"
Panama,"['action', 'thriller']"
Pandemic,['thriller']
Papillon,['drama']
Paradise Beach,"['action', 'crime', 'drama', 'thriller']"
Parallel Mothers,['drama']
Parallel Roads,['drama']
Parasite,"['drama', 'thriller']"
Parasite in Love,['romance']
Parasyte: The Maxim,"['animation', 'action', 'drama', 'horror', 'sci-fi', 'thriller']"
Parker,"['action', 'crime', 'thriller']"
Pasión de Gavilanes,"['drama', 'romance']"
Passed By Censor,['drama']
Passengers,"['drama', 'romance', 'sci-fi', 'thriller']"
Passing,['drama']
Patriots Day,"['action', 'crime', 'drama', 'history', 'thriller']"
Pattaya,['comedy']
Paul,"['adventure', 'comedy', 'sci-fi']"
Paul Blart: Mall Cop,"['action', 'comedy', 'crime', 'family']"
Paul Blart: Mall Cop 2,"['action', 'comedy', 'crime']"
Paw Patrol: The Movie,"['animation', 'action', 'adventure', 'comedy', 'drama', 'family', 'fantasy', 'sci-fi']"
Payback,"['drama', 'thriller']"
Peaky Blinders,"['crime', 'drama']"
Pedal to Metal,"['action', 'drama']"
Pedro el escamoso,['drama']
Pee Nak 2,"['comedy', 'horror']"
Pee Nak 3,"['comedy', 'horror']"
Penguin Bloom,"['biography', 'drama']"
Peninsula,"['action', 'horror', 'thriller']"
Peppa Pig,"['animation', 'adventure', 'comedy', 'family']"
Peppermint,"['short', 'drama']"
Percy Vs Goliath,"['biography', 'drama']"
Perfect Stranger,"['crime', 'mystery', 'thriller']"
Perfect Strangers,"['comedy', 'drama']"
Perfume: The Story of a Murderer,"['crime', 'drama', 'fantasy']"
Perhaps Love,"['comedy', 'romance']"
Persuasion,"['drama', 'romance']"
Peter Rabbit,['drama']
Peter Rabbit 2,"['adventure', 'comedy', 'crime', 'drama', 'family', 'fantasy']"
Phoenix,['short']
Photocopier,"['crime', 'drama', 'mystery', 'thriller']"
Photocopy,['drama']
Phu Bao Thai Bahn E-Saan Juad,"['comedy', 'romance']"
Piggy Back,['short']
Pink,"['crime', 'drama', 'thriller']"
Pinocchio,"['comedy', 'drama', 'mystery', 'romance', 'thriller']"
Piranha,"['short', 'action', 'drama', 'music']"
Pirate Gold of Adak Island,"['adventure', 'reality-tv']"
Pitbull Public Orders,"['action', 'crime', 'drama', 'mystery', 'thriller']"
Pitch Perfect 3,"['comedy', 'music']"
Pixie,"['comedy', 'crime', 'thriller']"
Playing with Fire,"['action', 'crime', 'drama', 'thriller']"
Please (Her),"['comedy', 'romance']"
Please Feel at Ease Mr. Ling,"['comedy', 'drama', 'romance']"
Po čem muži touží,"['comedy', 'fantasy', 'romance']"
Point Break,"['action', 'adventure', 'crime', 'sport', 'thriller']"
Pokémon Detective Pikachu,"['action', 'adventure', 'comedy', 'family', 'mystery', 'sci-fi']"
Pokémon Journeys: The Series,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
Pokémon Master Journeys: The Series,"['animation', 'action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
Pokémon the Movie: Secrets of the Jungle,"['animation', 'action', 'adventure', 'family', 'fantasy']"
Police University,"['comedy', 'drama', 'romance']"
Poltergeist,"['horror', 'thriller']"
Pompeii,"['short', 'drama']"
Poms,"['comedy', 'drama', 'sport']"
Porn in the Hood,['comedy']
Post Mortem: No One Dies in Skarnes,"['comedy', 'drama', 'thriller']"
Poveri ma ricchi,['comedy']
Power,"['crime', 'drama']"
Power Rangers,"['action', 'adventure', 'fantasy', 'sci-fi']"
Power Rangers Dino Fury,"['action', 'adventure', 'comedy', 'drama', 'fantasy', 'sci-fi', 'thriller']"
Prayers for the Stolen,['drama']
Precious Cargo,"['short', 'mystery']"
Predestination,"['animation', 'short', 'drama', 'romance']"
Premium Rush,"['action', 'crime', 'thriller']"
Premonition,"['short', 'horror']"
Pretty Guardian Sailor Moon Eternal The Movie,"['animation', 'action', 'adventure', 'comedy', 'drama', 'fantasy', 'romance']"
Pretty Little Liars,"['drama', 'mystery', 'romance', 'thriller']"
Pretty Proofreader,"['comedy', 'drama']"
Pretty Smart,"['comedy', 'romance']"
Prey,"['adventure', 'drama', 'thriller']"
Primal,['drama']
Primal Fear,"['crime', 'drama', 'mystery', 'thriller']"
Prince of Crime,"['biography', 'crime', 'drama']"
Princess 'Daya'Reese,"['comedy', 'romance']"
Princess Cursed in Time,"['adventure', 'comedy', 'family', 'fantasy', 'romance']"
Princess Sarah,['drama']
Prison Break,"['action', 'crime', 'drama', 'mystery', 'thriller']"
Prison Playbook,"['comedy', 'drama']"
Prisoners,"['crime', 'drama', 'mystery', 'thriller']"
Problemos,['comedy']
Prodigal Son,"['crime', 'drama', 'mystery', 'thriller']"
Project Gutenberg,"['action', 'crime', 'mystery', 'thriller']"
Project X,"['short', 'action']"
Prophetess,"['comedy', 'drama']"
Proud Mary,"['action', 'crime', 'drama', 'thriller']"
Public Enemies,"['action', 'biography', 'crime', 'drama', 'history']"
Punisher: War Zone,"['action', 'crime', 'drama', 'thriller']"
Purple Hearts,"['drama', 'music', 'romance']"
Push,"['short', 'drama']"
Pyaar Ka Punchnama,"['comedy', 'drama', 'romance']"
Quam's Money,"['comedy', 'crime']"
Queen,['drama']
Queen & Slim,"['crime', 'drama', 'romance']"
Queen of the Desert,"['short', 'drama']"
Queen of the South,"['action', 'crime', 'drama', 'thriller']"
Queer Eye,['reality-tv']
R.I.P.D.,"['action', 'adventure', 'comedy', 'crime', 'fantasy', 'sci-fi']"
RED 2,"['animation', 'short']"
RESIDENT EVIL: Infinite Darkness,"['animation', 'action', 'horror', 'sci-fi']"
RRR (Hindi),['drama']
RV: Resurrected Victims,"['action', 'mystery', 'thriller']"
Rabbids Invasion Special: Mission to Mars,"['animation', 'comedy', 'family']"
Racket Boys,"['comedy', 'drama', 'sport']"
Radhe Shyam (Hindi),"['drama', 'romance']"
Radio,"['biography', 'drama', 'sport']"
Rain or Shine,"['animation', 'short']"
Raising Dion,"['drama', 'sci-fi']"
Rambo,"['comedy', 'drama', 'thriller']"
Rambo: Last Blood,"['action', 'crime', 'thriller']"
Rampage,"['action', 'adventure', 'sci-fi']"
Ransom,['short']
Ranveer vs Wild with Bear Grylls,['documentary']
Rascals on Duty,"['comedy']"
RattleSnake - The Ahanna Story,['drama']
Raw (Hindi),['drama']
Ray,"['crime', 'drama', 'thriller']"
Ready Player One,"['action', 'adventure', 'sci-fi']"
Really Love,"['drama', 'romance']"
Reasonable Doubt: A Tale of Two Kidnappings,"['documentary', 'crime']"
Rebelde,"['comedy', 'drama', 'family', 'music', 'musical', 'romance']"
Rebelde Way,"['comedy', 'drama', 'music', 'romance']"
Recalled,"['drama', 'mystery', 'thriller']"
Recep İvedik 5,['comedy']
Recep İvedik 6,['comedy']
Reclaim,['drama']
Record of Ragnarok,"['animation', 'action', 'adventure', 'drama', 'fantasy', 'thriller']"
Recurrence,"['short', 'drama']"
Red Dragon,"['crime', 'drama', 'thriller']"
Red Notice,"['action', 'comedy', 'thriller']"
Red Riding Hood,"['fantasy', 'horror', 'mystery', 'romance', 'thriller']"
Redemption,"['action', 'crime', 'drama', 'thriller']"
Redemption Day,"['action', 'drama', 'thriller']"
Reflection of You,"['drama', 'thriller']"
Regular Show,"['animation', 'action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']"
Remarriage & Desires,['drama']
Remember You,"['crime', 'mystery', 'romance']"
Reminiscence,"['mystery', 'romance', 'sci-fi', 'thriller']"
Replicas,"['drama', 'sci-fi', 'thriller']"
Reply 1988,"['comedy', 'drama', 'family', 'romance']"
Repo Men,"['action', 'sci-fi', 'thriller']"
Reprisal,"['short', 'drama', 'thriller']"
Rescued by Ruby,"['biography', 'drama', 'family']"
Reset,"['drama', 'sci-fi', 'thriller']"
Resident Evil,"['action', 'horror', 'sci-fi']"
Resident Evil: Afterlife,"['action', 'horror', 'sci-fi']"
Resident Evil: Apocalypse,"['action', 'horror', 'sci-fi', 'thriller']"
Resident Evil: Extinction,"['action', 'horror', 'sci-fi']"
Resident Evil: Retribution,"['action', 'horror', 'sci-fi', 'thriller']"
Resident Evil: The Final Chapter,"['action', 'horror', 'sci-fi']"
Resident Evil: Welcome to Raccoon City,"['action', 'horror', 'sci-fi']"
Resort to Love,"['comedy', 'romance']"
Restless,"['action', 'crime', 'thriller']"
Resurrection: Ertugrul,"['action', 'adventure', 'drama', 'history', 'war']"
Retfærdighedens ryttere,"['action', 'comedy', 'drama']"
Rettou Seiha (Tentative),"['action', 'adventure']"
Return to Space,['documentary']
Revenge,"['action', 'drama', 'horror', 'thriller']"
Revolver,['comedy']
Rhino,"['action', 'crime', 'drama']"
Rhythm + Flow France,"['music', 'reality-tv']"
Richard Jewell,"['biography', 'crime', 'drama']"
Richie Rich,"['comedy', 'family']"
Rick and Morty,"['animation', 'adventure', 'comedy', 'sci-fi']"
Ricky Gervais: SuperNature,['comedy']
Ride Along 2,"['action', 'comedy', 'crime']"
Righteous Kill,"['crime', 'mystery', 'thriller']"
Rise of the Footsoldier 3: The Pat Tate Story,"['action', 'comedy', 'crime', 'drama', 'horror', 'thriller']"
Rise of the Footsoldier: Marbella,"['action', 'adventure', 'biography', 'comedy', 'crime', 'drama', 'horror']"
Rise of the Guardians,"['animation', 'action', 'adventure', 'comedy', 'drama', 'family', 'fantasy']"
Rise of the Legend,"['biography', 'drama', 'sport']"
Risen,['short']
River Runs Red,"['drama', 'thriller']"
Riverdale,"['crime', 'drama', 'mystery', 'romance']"
Riverdance: The Animated Adventure,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'musical']"
Roadrunner: A Film About Anthony Bourdain,['documentary']
Robin Hood,"['action', 'adventure', 'drama', 'thriller']"
Robin Hood: Prince of Thieves,"['action', 'drama', 'thriller']"
Rocketman,"['biography', 'drama', 'musical']"
RocknRolla,"['action', 'crime', 'thriller']"
Rogue Agent,"['drama', 'thriller']"
Romeo Must Die,"['action', 'crime', 'thriller']"
Ronaldo,"['short', 'drama', 'family', 'sport']"
Roohi,"['comedy', 'horror']"
Room,"['drama', 'thriller']"
Roppongi Class,['drama']
Rosario Tijeras (Mexico),"['action', 'crime', 'drama', 'romance', 'thriller']"
Rough Night,['comedy']
Royalteen,"['drama', 'romance']"
RuPaul's Drag Race,['reality-tv']
RuPaul’s Drag Race: All Stars,['reality-tv']
Rumor Has It...,"['comedy', 'drama', 'romance']"
Rumspringa - An Amish in Berlin,['comedy']
Run,"['mystery', 'thriller']"
Run All Night,"['short', 'thriller']"
Run to the Beach,"['adventure', 'comedy', 'family']"
Running Wild,"['drama', 'western']"
Rurouni Kenshin: Kyoto Inferno,"['action', 'adventure', 'drama', 'fantasy']"
Rurouni Kenshin: Origins,"['action', 'adventure', 'drama', 'history', 'war']"
Rurouni Kenshin: The Beginning,"['action', 'adventure', 'drama', 'history', 'romance']"
Rurouni Kenshin: The Final,"['action', 'adventure', 'drama']"
Rurouni Kenshin: The Legend Ends,"['action', 'adventure', 'drama', 'fantasy']"
Rush Hour,['documentary']
Rush Hour 2,"['action', 'comedy', 'crime', 'thriller']"
Rush Hour 3,"['action', 'comedy', 'crime', 'thriller']"
Russell Howard: Lubricant,['comedy']
Russian Doll,"['comedy', 'drama', 'mystery']"
Rust Creek,"['crime', 'drama', 'thriller']"
S.W.A.T.,"['action', 'adventure', 'crime', 'drama', 'thriller']"
S.W.A.T.: Firefight,"['action', 'crime', 'thriller']"
S.W.A.T.: Under Siege,"['action', 'thriller']"
