title,genres
Untold: Malice at the Palace,"['documentary', 'crime', 'sport']"
Untold: The Girlfriend Who Didn't Exist,"['documentary', 'biography', 'sport']"
Untouchable,"['documentary', 'biography', 'crime']"
Untraceable,"['short', 'drama']"
Up for Love,"['comedy', 'romance']"
Up in the Air,"['short', 'comedy', 'romance']"
Upcoming Summer,['drama']
Upgrade,"['action', 'sci-fi', 'thriller']"
Upin & Ipin: Jeng Jeng Jeng!,"['action', 'adventure', 'drama', 'fantasy', 'war']"
Upin & Ipin: The Lone Gibbon Kris,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
Uradi,['thriller']
Us,"['horror', 'mystery', 'thriller']"
Ushio & Tora,"['animation', 'action', 'comedy', 'fantasy']"
Utopía,['comedy']
VINLAND SAGA,"['animation', 'action', 'adventure', 'drama', 'history']"
Vaashi (Malayalam),"['drama', 'thriller']"
Vacation,"['short', 'drama']"
Vagabond,"['action', 'mystery', 'thriller']"
Valentina's Wedding,"['comedy', 'drama', 'romance']"
Valentine's Day,"['short', 'drama']"
Valeria,"['adventure', 'comedy', 'drama', 'romance']"
Valerian and the City of a Thousand Planets,"['action', 'adventure', 'fantasy', 'sci-fi']"
Valley of the Dead,"['action', 'adventure', 'fantasy', 'horror', 'thriller', 'war']"
Van Helsing,"['action', 'drama', 'fantasy', 'horror']"
Vanguard,"['action', 'adventure', 'comedy', 'thriller']"
Vanilla Sky,"['fantasy', 'mystery', 'romance', 'sci-fi', 'thriller']"
Vanity Fair,['drama']
Vanquish,"['action', 'thriller']"
Vendetta,"['action', 'drama']"
"Vengeance Is Mine, All Others Pay Cash","['action', 'comedy', 'drama', 'romance']"
Venom,"['action', 'adventure', 'sci-fi']"
Venom: Let There Be Carnage,"['action', 'sci-fi', 'thriller']"
Verrückt nach Fixi,"['comedy', 'fantasy', 'romance']"
Vicky and Her Mystery,"['adventure', 'drama', 'family']"
Victorious,"['comedy', 'drama', 'family', 'music', 'romance']"
Vietnamese Horror Story,"['horror', 'thriller']"
Vikings,"['action', 'adventure', 'drama', 'history', 'romance', 'war']"
Vikings: Valhalla,"['action', 'adventure', 'drama', 'history', 'romance', 'war']"
Villain,"['action', 'crime', 'drama', 'thriller']"
Villains,"['comedy', 'drama', 'horror', 'thriller']"
Vincenzo,"['action', 'comedy', 'crime', 'drama']"
Violet Evergarden the Movie,"['animation', 'drama', 'fantasy', 'romance']"
Virata Parvam,"['action', 'drama']"
Virata Parvam (Tamil),"['action', 'drama']"
Virgin River,"['drama', 'romance']"
Vivo,"['animation', 'adventure', 'comedy', 'drama', 'family', 'musical']"
Vlad the Impaler,"['action', 'history', 'war']"
Voice,"['action', 'crime', 'mystery', 'thriller']"
Voice Of Silence,"['crime', 'drama']"
Voiceless,['thriller']
Voyagers,"['adventure', 'sci-fi', 'thriller']"
WWII in Color: Road to Victory,"['documentary', 'history', 'war']"
Waist Deep,"['action', 'crime', 'drama', 'thriller']"
Walter,"['action', 'crime', 'thriller']"
Wander,"['drama', 'fantasy']"
Wanderlust,['drama']
Wannabe Courageous,['comedy']
Wanted,"['short', 'western']"
War,"['action', 'adventure', 'thriller']"
War Dogs,"['biography', 'comedy', 'crime', 'drama', 'war']"
War of the Worlds,['sci-fi']
Warcraft,"['action', 'adventure', 'fantasy']"
Warm Bodies,"['comedy', 'horror', 'romance']"
Warrior,"['action', 'drama', 'sport']"
Washing machine,['short']
Watchmen,"['action', 'drama', 'mystery', 'sci-fi']"
Waterworld,"['action', 'adventure', 'sci-fi']"
Waves,"['drama', 'romance', 'sport']"
Way Home,"['action', 'adventure', 'fantasy', 'sci-fi']"
We Can Be Heroes,"['action', 'comedy', 'drama', 'family', 'fantasy']"
We Couldn't Become Adults,"['drama', 'romance']"
We Die Young,"['action', 'crime', 'drama', 'thriller']"
We're the Millers,"['comedy', 'crime']"
"Web of Make Believe: Death, Lies and the Internet","['documentary', 'crime']"
Wedding Agreement,"['drama', 'romance']"
Wedding Season,"['comedy', 'romance']"
Welcome Home Roscoe Jenkins,"['comedy', 'romance']"
Welcome to Eden,"['action', 'drama', 'sci-fi', 'thriller']"
Welcome to Wedding Hell,"['drama', 'romance']"
Wentworth,"['crime', 'drama', 'thriller']"
What Happens in Vegas,"['comedy', 'romance']"
What Men Want,"['comedy', 'fantasy', 'romance']"
What She Likes...,['romance']
What a Girl Wants,"['comedy', 'drama', 'family', 'romance']"
What to Expect When You're Expecting,"['short', 'comedy', 'romance']"
What's Wrong with Secretary Kim,"['comedy', 'mystery', 'romance']"
What's Your Number?,"['short', 'comedy', 'romance']"
When Missing Turns to Murder,"['documentary', 'crime']"
When My Love Blooms,"['drama', 'romance']"
When We are Born,"['short', 'music']"
When the Bough Breaks,"['drama', 'thriller']"
Where is Marta?,"['documentary', 'crime', 'mystery']"
While You Were Sleeping,"['comedy', 'drama', 'fantasy', 'romance', 'thriller']"
Whindersson Nunes: My Own Show!,"['documentary', 'comedy']"
Whispering Corridors 6: The Humming,"['horror', 'mystery']"
Whistleblower,['short']
White Boy Rick,"['crime', 'drama']"
White Chicks,"['comedy', 'crime']"
White Hot: The Rise & Fall of Abercrombie & Fitch,['documentary']
White House Down,"['action', 'drama', 'thriller']"
Who Is Like Abu Riad?,['short']
Who Killed Sara?,"['crime', 'drama', 'mystery', 'thriller']"
Who Rules the World,"['action', 'drama', 'fantasy', 'romance']"
Widows,"['crime', 'drama', 'thriller']"
Wild Abandon,"['comedy', 'drama']"
Wild Babies,['documentary']
Wild Bill,"['documentary', 'short']"
Wild Card,"['short', 'mystery', 'romance', 'thriller']"
Wild Child,"['documentary', 'short']"
Wild Oats,"['action', 'adventure', 'comedy', 'drama']"
Wild Rose,"['drama', 'music']"
Will You Marry,['drama']
Willy's Wonderland,"['action', 'comedy', 'horror', 'thriller']"
Win a Date with Tad Hamilton!,"['comedy', 'romance']"
Wind River,"['crime', 'drama', 'mystery', 'thriller', 'western']"
Windfall,"['crime', 'drama', 'thriller']"
Winter Dream,"['drama', 'sport']"
Winter on Fire: Ukraine's Fight for Freedom,"['documentary', 'history', 'war']"
Wish Dragon,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'romance']"
Witch at Court,"['crime', 'drama', 'mystery']"
Without Saying Goodbye,"['comedy', 'romance']"
Without a Paddle,"['short', 'action', 'comedy']"
Wolf,"['drama', 'mystery', 'thriller']"
Wolf Children,"['animation', 'drama', 'family', 'fantasy']"
Women´s Revenge,['comedy']
Wonder,"['drama', 'family']"
Wonder Park,"['animation', 'adventure', 'comedy', 'drama', 'family', 'fantasy']"
Wonder Woman,"['action', 'adventure', 'fantasy', 'sci-fi', 'war']"
Wonder Woman 1984,"['action', 'adventure', 'fantasy']"
Woodlawn,"['biography', 'drama', 'history', 'sport']"
Workin' Moms,"['comedy', 'drama']"
World Trade Center,"['drama', 'history', 'thriller']"
World War Z,"['action', 'adventure', 'horror', 'sci-fi']"
Worst Roommate Ever,"['documentary', 'crime', 'thriller']"
Worth,"['biography', 'drama', 'history']"
Wotakoi: Love is Hard for Otaku,"['comedy', 'musical', 'romance']"
Wrath of Man,"['action', 'crime', 'thriller']"
Wrong Side of the Tracks,"['action', 'adventure', 'crime', 'drama', 'thriller']"
Wrong Turn,"['horror', 'thriller']"
Wrongfully Accused,"['short', 'drama']"
Wyatt Earp,"['action', 'adventure', 'biography', 'drama', 'western']"
XXX: State of the Union,"['action', 'adventure', 'crime', 'sci-fi', 'thriller']"
Xtreme,"['action', 'crime', 'drama', 'thriller']"
Ya veremos,['drama']
Yakamoz S-245,"['action', 'adventure', 'drama', 'mystery', 'sci-fi', 'thriller']"
Yakitate!! Japan,"['animation', 'comedy', 'drama']"
Yaksha: Ruthless Operations,"['action', 'crime', 'thriller']"
Yakuza Princess,['thriller']
Yara,"['crime', 'drama', 'thriller']"
Year One,"['short', 'drama']"
Yeh Kaali Kaali Ankhein,"['comedy', 'crime', 'mystery', 'thriller']"
Yes Man,['drama']
Yesterday,"['comedy', 'fantasy', 'music', 'romance']"
"Yo soy Betty, la fea","['comedy', 'drama', 'romance']"
You,"['crime', 'drama', 'romance', 'thriller']"
You Are My Heartbeat,"['drama', 'horror']"
You Are My Spring,"['drama', 'romance', 'thriller']"
You Choose!,"['short', 'action']"
You Don't Know Me,"['crime', 'drama']"
You Don't Mess with the Zohan,"['action', 'comedy']"
You Me Lenin,['drama']
You Shine in the Moonlight,"['drama', 'romance']"
You Take the Kids!,['comedy']
You and Me and the Ending,"['comedy', 'drama', 'romance']"
"You're not normal, either!","['comedy', 'drama', 'romance']"
Young Adult Matters,['drama']
Young Royals,"['drama', 'romance']"
Young Sheldon,['comedy']
Young Wallander,"['crime', 'drama', 'mystery', 'thriller']"
"Young, Famous & African",['reality-tv']
Yowis Ben 3,"['comedy', 'drama']"
Yu Yu Hakusho: Ghost Files,"['animation', 'action', 'adventure', 'comedy', 'drama', 'fantasy', 'romance']"
Zack Snyder's Justice League,"['action', 'adventure', 'fantasy', 'sci-fi']"
Zero Dark Thirty,"['drama', 'history', 'thriller', 'war']"
Zero to Hero,"['biography', 'drama', 'sport']"
ZeroZeroZero,"['crime', 'drama', 'thriller']"
Zindagi Na Milegi Dobara,"['comedy', 'drama', 'musical', 'romance']"
Zodiac,"['crime', 'drama', 'mystery', 'thriller']"
Zombie Detective,"['comedy', 'fantasy', 'mystery']"
Zombieland: Double Tap,"['action', 'comedy', 'horror']"
Zorillo's Secret,['comedy']
Zumbo's Just Desserts,['reality-tv']
Zwaar Verliefd 2,['comedy']
dororo,"['animation', 'action', 'adventure', 'fantasy', 'horror']"
his,"['drama', 'family', 'romance']"
jeen-yuhs: A Kanye Trilogy,"['documentary', 'music']"
xXx,"['short', 'drama']"
xXx: The Return of Xander Cage,"['action', 'adventure', 'thriller']"
Æon Flux,"['action', 'adventure', 'sci-fi', 'thriller']"
É Fada!,"['comedy', 'family', 'fantasy']"
Érase una vez en Euskadi,['drama']
Şahane Hayaller,['comedy']
أصحاب ...ولا أعزّ,"['comedy', 'drama']"
الناموس,"['drama', 'history']"
بلال: بطل من فصيل جديد,"['animation', 'action', 'adventure']"
حكايات بنات الجزء ١,"['drama', 'family']"
راس السنة,['drama']
صاحب المقام,"['comedy', 'drama']"
레드슈즈,"['animation', 'action', 'adventure']"
